Date,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry,Rainfall,Depth_to_Groundwater_log,Depth_to_Groundwater_diff_1,Depth_to_Groundwater_diff_2
2011-02-17,-23.301428571428573,6.6000000000000005,-26362.985142857146,2.357142857142857,10.1,3.1485146707706257,0.10571428571428143,-0.14285714285714946
2011-02-24,-23.24142857142857,4.414285714285714,-26702.413714285714,2.4285714285714284,0.2,3.1459364004657657,0.060000000000002274,-0.04571428571427916
2011-03-03,-23.27285714285714,5.457142857142857,-28338.45942857143,2.557142857142857,4.7,3.1472877520227645,-0.03142857142857025,-0.09142857142857252
2011-03-10,-23.22714285714286,9.528571428571428,-28767.12685714286,2.4285714285714284,32.4,3.1453215455521506,0.04571428571428271,0.07714285714285296
2011-03-17,-23.24285714285714,9.457142857142857,-28466.578285714288,2.6285714285714286,0.1,3.1459978651696785,-0.015714285714281573,-0.06142857142856428
2011-03-24,-23.157142857142855,11.200000000000001,-27926.948571428573,2.4714285714285715,14.5,3.142303279686317,0.08571428571428541,0.10142857142856698
2011-03-31,-23.174285714285713,14.6,-28741.206857142857,2.3428571428571425,0.0,3.143043289586885,-0.017142857142857792,-0.1028571428571432
2011-04-07,-23.14428571428571,16.314285714285713,-28732.690285714285,2.0285714285714285,0.0,3.1417479126670136,0.030000000000001137,0.04714285714285893
2011-04-14,-23.134285714285713,11.471428571428572,-29749.248,2.142857142857143,5.2,3.141315747202655,0.00999999999999801,-0.020000000000003126
2011-04-21,-23.092857142857145,15.071428571428571,-27827.218285714283,2.1142857142857143,0.6,3.139523355116129,0.04142857142856826,0.03142857142857025
2011-04-28,-23.011428571428574,15.057142857142859,-27819.071999999996,2.1142857142857143,0.0,3.1359909869279403,0.08142857142857096,0.0400000000000027
2011-05-05,-23.254285714285714,16.085714285714285,-30595.968,2.0,0.0,3.146489446843582,-0.24285714285714022,-0.3242857142857112
2011-05-12,-23.352857142857143,16.928571428571427,-30160.018285714286,2.1,1.0,3.1507193382078036,-0.09857142857142875,0.14428571428571146
2011-05-19,-23.34714285714286,20.32857142857143,-31719.66171428571,2.0,0.0,3.1504746150496534,0.005714285714283562,0.10428571428571232
2011-05-26,-23.37142857142857,21.17142857142857,-29189.746285714285,2.0,10.0,3.151514275113333,-0.02428571428571047,-0.02999999999999403
2011-06-02,-23.22142857142857,20.24285714285714,-25939.872,2.0,8.4,3.145075497694601,0.14999999999999858,0.17428571428570905
2011-06-09,-23.292857142857144,19.885714285714283,-27540.864,2.0,6.1,3.148146753180015,-0.07142857142857295,-0.22142857142857153
2011-06-16,-23.62,23.97142857142857,-31714.601142857144,2.0,0.0,3.1620938107692163,-0.3271428571428565,-0.25571428571428356
2011-06-23,-24.015714285714285,25.285714285714285,-33198.58285714286,2.0,0.0,3.178708377989654,-0.39571428571428413,-0.06857142857142762
2011-06-30,-23.98428571428571,22.5,-29322.555428571428,2.0,0.2,3.1773988539929934,0.031428571428573804,0.42714285714285793
2011-07-07,-24.38714285714286,27.97142857142857,-33905.21142857143,2.0,0.0,3.1940560613373483,-0.40285714285714747,-0.43428571428572127
2011-07-14,-24.592857142857145,24.414285714285715,-30840.726857142854,1.9857142857142858,0.4,3.2024560407292197,-0.2057142857142864,0.19714285714286106
2011-07-21,-24.571428571428573,20.485714285714288,-27307.584,2.0142857142857142,15.3,3.2015843277581397,0.02142857142857224,0.22714285714285865
2011-07-28,-24.41857142857143,22.785714285714285,-27815.122285714286,2.0285714285714285,5.9,3.1953439669128634,0.1528571428571439,0.13142857142857167
2011-08-04,-24.655714285714286,25.47142857142857,-29876.626285714283,2.0,0.0,3.2050086904879986,-0.23714285714285666,-0.39000000000000057
2011-08-11,-24.814285714285713,24.3,-29807.876571428573,2.0,0.0,3.211419524191746,-0.15857142857142748,0.07857142857142918
2011-08-18,-25.092857142857145,28.542857142857144,-33314.85257142857,2.0,0.0,3.222583229656523,-0.278571428571432,-0.12000000000000455
2011-08-25,-25.215714285714284,25.5,-33185.49942857143,1.9857142857142858,0.0,3.227467382936874,-0.12285714285713922,0.1557142857142928
2011-09-01,-25.332857142857144,25.099999999999998,-33575.286857142855,1.8285714285714287,0.0,3.2321022544490745,-0.11714285714285921,0.00571428571428001
2011-09-08,-25.482857142857142,24.885714285714283,-35438.31771428571,1.8,6.5,3.238005957182748,-0.14999999999999858,-0.032857142857139365
2011-09-15,-25.615714285714287,20.942857142857143,-34419.53828571429,1.8571428571428572,39.300000000000004,3.243206002448959,-0.13285714285714434,0.01714285714285424
2011-09-22,-25.65285714285714,20.885714285714283,-33823.62514285714,1.8142857142857143,0.0,3.244654954998493,-0.03714285714285381,0.09571428571429053
2011-09-29,-25.89428571428571,19.62857142857143,-36822.07542857143,1.8,0.0,3.2540223155713224,-0.2414285714285711,-0.2042857142857173
2011-10-06,-25.945714285714285,14.942857142857141,-35332.53942857143,1.9285714285714286,32.699999999999996,3.256006443206369,-0.05142857142857338,0.18999999999999773
2011-10-13,-26.025714285714287,13.257142857142856,-34595.177142857145,1.9142857142857141,3.7,3.2590850602613504,-0.08000000000000185,-0.02857142857142847
2011-10-20,-25.990000000000002,12.642857142857142,-33080.338285714286,1.957142857142857,3.7,3.257711848653399,0.0357142857142847,0.11571428571428655
2011-10-27,-26.142857142857142,11.4,-34506.061714285715,1.9714285714285715,0.0,3.2635760037861075,-0.15285714285714036,-0.18857142857142506
2011-11-03,-26.27857142857143,12.9,-35654.934857142856,1.9857142857142858,3.2,3.26875383249547,-0.13571428571428612,0.01714285714285424
2011-11-10,-26.51142857142857,8.085714285714285,-38770.14857142857,2.0,0.0,3.27757590686972,-0.2328571428571422,-0.09714285714285609
2011-11-17,-26.669999999999998,5.085714285714286,-38891.232,2.0,0.0,3.283539338193923,-0.15857142857142748,0.07428571428571473
2011-11-24,-26.81714285714286,4.8999999999999995,-37810.24457142857,2.0,0.1,3.2890413418709037,-0.14714285714286035,0.011428571428567125
2011-12-01,-26.865714285714287,10.142857142857142,-38078.94857142858,2.0142857142857142,2.1,3.2908509117936178,-0.048571428571428044,0.0985714285714323
2011-12-08,-26.952857142857145,10.6,-36009.915428571425,2.0571428571428574,2.6,3.2940893081682083,-0.08714285714285808,-0.03857142857143003
2011-12-15,-27.07857142857143,5.857142857142857,-37684.16228571429,2.0285714285714285,6.6,3.2987426929070307,-0.12571428571428456,-0.03857142857142648
2011-12-22,-27.162857142857142,4.542857142857143,-34945.83771428571,2.0571428571428574,7.9,3.301850493875571,-0.08428571428571274,0.041428571428571814
2011-12-29,-27.19142857142857,4.985714285714286,-36021.27085714286,2.0285714285714285,12.200000000000001,3.302901797588884,-0.02857142857142847,0.05571428571428427
2012-01-05,-27.322857142857142,3.971428571428571,-36339.34628571429,2.085714285714286,0.0,3.307723609866083,-0.13142857142857167,-0.1028571428571432
2012-01-12,-27.472857142857144,1.9000000000000001,-36975.25028571429,2.0,0.0,3.313198504267443,-0.15000000000000213,-0.01857142857143046
2012-01-19,-27.545714285714286,6.3999999999999995,-37094.235428571425,2.0,0.0,3.3158469621809212,-0.07285714285714207,0.07714285714286007
2012-01-26,-27.675714285714285,2.5857142857142854,-37044.61714285715,1.9714285714285715,0.0,3.320555288043541,-0.129999999999999,-0.05714285714285694
2012-02-02,-27.810000000000002,0.04285714285714277,-38662.889142857144,2.0,0.0,3.3253956682458736,-0.134285714285717,-0.004285714285718001
2012-02-09,-27.967142857142854,-0.5142857142857143,-39537.133714285716,2.0,0.0,3.331030351733138,-0.15714285714285126,-0.02285714285713425
2012-02-16,-28.172857142857143,6.3,-40470.00685714286,2.0714285714285716,0.9,3.3383590017666642,-0.20571428571428996,-0.0485714285714387
2012-02-23,-28.23857142857143,7.985714285714286,-37105.220571428574,2.1714285714285717,0.0,3.340688824538525,-0.06571428571428584,0.14000000000000412
2012-03-01,-28.235714285714288,10.328571428571427,-33949.152,2.1285714285714286,0.0,3.340587640687381,0.002857142857141781,0.06857142857142762
2012-03-08,-28.291428571428572,9.87142857142857,-34235.136,2.1,0.0,3.342558881437909,-0.05571428571428427,-0.058571428571426054
2012-03-15,-28.377142857142854,13.142857142857142,-34515.072,2.042857142857143,0.0,3.3455839921445976,-0.08571428571428186,-0.029999999999997584
2012-03-22,-28.50714285714286,13.928571428571429,-36457.344,2.0,0.0,3.3501546824394297,-0.1300000000000061,-0.044285714285724254
2012-03-29,-28.625714285714285,14.542857142857143,-36938.96228571429,2.0,5.199999999999999,3.3543054147758036,-0.11857142857142478,0.011428571428581336
2012-04-05,-28.638571428571428,11.171428571428573,-33688.59428571429,2.0142857142857142,0.0,3.3547544605610713,-0.012857142857143344,0.10571428571428143
2012-04-12,-28.677142857142858,11.685714285714285,-34606.90285714286,2.1,7.1,3.356100389330341,-0.03857142857143003,-0.02571428571428669
2012-04-19,-28.740000000000002,12.985714285714286,-32337.66857142857,2.185714285714286,16.2,3.358289880650879,-0.06285714285714405,-0.024285714285714022
2012-04-26,-28.68857142857143,17.757142857142856,-29569.536,2.3428571428571425,0.0,3.356498835395977,0.05142857142857338,0.11428571428571743
2012-05-03,-28.650000000000002,16.04285714285714,-28295.753142857142,2.2142857142857144,0.0,3.3551534431607486,0.03857142857142648,-0.012857142857146897
2012-05-10,-28.65,16.6,-28703.56114285714,2.1,2.1,3.3551534431607486,3.552713678800501e-15,-0.03857142857142293
2012-05-17,-28.599999999999998,15.028571428571428,-26279.917714285715,2.314285714285714,8.5,3.353406717825807,0.05000000000000071,0.04999999999999716
2012-05-24,-28.575714285714287,18.557142857142857,-26795.602285714285,2.0,0.5,3.3525572062438482,0.02428571428571047,-0.02571428571429024
2012-05-31,-28.594285714285714,20.52857142857143,-26730.67885714286,2.0,9.4,3.353206897663288,-0.018571428571426907,-0.042857142857137376
2012-06-07,-28.608571428571427,22.142857142857142,-28378.697142857145,2.0,0.0,3.3537063732243433,-0.014285714285712459,0.004285714285714448
2012-06-14,-28.912857142857142,25.942857142857143,-34418.92114285714,1.9142857142857141,0.0,3.364286380022801,-0.30428571428571516,-0.2900000000000027
2012-06-21,-29.34267857142857,27.057142857142857,-36259.24114285714,1.9,0.0,3.379043062734161,-0.42982142857142946,-0.1255357142857143
2012-06-28,-29.680892857142855,28.900000000000002,-37152.864,1.9,0.0,3.3905035006345337,-0.33821428571428314,0.09160714285714633
2012-07-05,-30.265714285714285,28.457142857142856,-38384.928,1.9,0.0,3.4100155301130366,-0.5848214285714306,-0.24660714285714747
2012-07-12,-30.91857142857143,26.5,-40828.93714285714,1.9,0.0,3.4313570204711246,-0.6528571428571439,-0.06803571428571331
2012-07-19,-31.28857142857143,24.985714285714288,-37381.20685714286,1.9,0.0,3.4432529007922996,-0.370000000000001,0.2828571428571429
2012-07-26,-31.64428571428571,27.714285714285715,-39536.64,1.9,0.0,3.4545575861376565,-0.35571428571428143,0.014285714285719564
2012-08-02,-32.16428571428572,29.071428571428573,-34492.237714285715,1.9,0.0,3.4708566976922675,-0.5200000000000067,-0.16428571428572525
2012-08-09,-32.55,26.957142857142856,-33640.33371428571,1.9,0.0,3.482777368654578,-0.385714285714279,0.13428571428572766
2012-08-16,-32.8,29.185714285714287,-33723.277714285716,1.9,0.0,3.490428515390098,-0.25,0.13571428571427901
2012-08-23,-33.029999999999994,26.314285714285713,-32428.882285714288,1.9,0.0,3.497416239402698,-0.22999999999999687,0.020000000000003126
2012-08-30,-33.067142857142855,21.74285714285714,-31527.113142857146,1.9,6.9,3.498540126440684,-0.03714285714286092,0.19285714285713595
2012-09-06,-33.12428571428571,22.785714285714285,-32749.179428571428,1.8,0.0,3.500266720731576,-0.05714285714285694,-0.01999999999999602
2012-09-13,-33.12,18.599999999999998,-31056.23314285714,1.9142857142857144,6.1,3.500137329517059,0.004285714285714448,0.06142857142857139
2012-09-20,-33.247142857142855,20.47142857142857,-33926.688,1.842857142857143,0.0,3.50396883430126,-0.12714285714285722,-0.13142857142857167
2012-09-27,-33.401428571428575,21.3,-32107.350857142857,1.9142857142857144,0.1,3.508598670667634,-0.15428571428572013,-0.02714285714286291
